epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population,is_last,is_repeated
202036,2020-09-01,163,BA,Juazeiro,2918407,city,4435,2032.89299,34,91,3,0.0205,218162,False,False
202036,2020-08-31,162,BA,Juazeiro,2918407,city,4401,2017.30824,1,88,6,0.02,218162,False,False
202036,2020-08-30,161,BA,Juazeiro,2918407,city,4400,2016.84986,9,82,1,0.0186,218162,False,False
202035,2020-08-29,160,BA,Juazeiro,2918407,city,4391,2012.72449,82,81,0,0.0184,218162,False,False
202035,2020-08-28,159,BA,Juazeiro,2918407,city,4309,1975.13774,36,81,1,0.0188,218162,False,False
202035,2020-08-27,158,BA,Juazeiro,2918407,city,4273,1958.63624,39,80,3,0.0187,218162,False,False
202035,2020-08-26,157,BA,Juazeiro,2918407,city,4234,1940.75962,66,77,1,0.0182,218162,False,False
202035,2020-08-25,156,BA,Juazeiro,2918407,city,4168,1910.50687,53,76,0,0.0182,218162,False,False
202035,2020-08-24,155,BA,Juazeiro,2918407,city,4115,1886.213,1,76,1,0.0185,218162,False,False
202035,2020-08-23,154,BA,Juazeiro,2918407,city,4114,1885.75462,4,75,0,0.0182,218162,False,False
202034,2020-08-22,153,BA,Juazeiro,2918407,city,4110,1883.92112,45,75,0,0.0182,218162,False,False
202034,2020-08-21,152,BA,Juazeiro,2918407,city,4065,1863.29425,43,75,2,0.0185,218162,False,False
202034,2020-08-20,151,BA,Juazeiro,2918407,city,4022,1843.58413,61,73,1,0.0182,218162,False,False
202034,2020-08-19,150,BA,Juazeiro,2918407,city,3961,1815.62325,75,72,0,0.0182,218162,False,False
202034,2020-08-18,149,BA,Juazeiro,2918407,city,3886,1781.24513,54,72,5,0.0185,218162,False,False
202034,2020-08-17,148,BA,Juazeiro,2918407,city,3832,1756.49288,2,67,0,0.0175,218162,False,False
202034,2020-08-16,147,BA,Juazeiro,2918407,city,3830,1755.57613,27,67,1,0.0175,218162,False,False
202033,2020-08-15,146,BA,Juazeiro,2918407,city,3803,1743.20001,79,66,0,0.0174,218162,False,False
202033,2020-08-14,145,BA,Juazeiro,2918407,city,3724,1706.98838,65,66,2,0.0177,218162,False,False
202033,2020-08-13,144,BA,Juazeiro,2918407,city,3659,1677.19401,74,64,1,0.0175,218162,False,False
202033,2020-08-12,143,BA,Juazeiro,2918407,city,3585,1643.27426,105,63,1,0.0176,218162,False,False
202033,2020-08-11,142,BA,Juazeiro,2918407,city,3480,1595.14489,45,62,0,0.0178,218162,False,False
202033,2020-08-10,141,BA,Juazeiro,2918407,city,3435,1574.51802,3,62,2,0.018,218162,False,False
202033,2020-08-09,140,BA,Juazeiro,2918407,city,3432,1573.14289,32,60,0,0.0175,218162,False,False
202032,2020-08-08,139,BA,Juazeiro,2918407,city,3400,1558.47489,135,60,1,0.0176,218162,False,False
202032,2020-08-07,138,BA,Juazeiro,2918407,city,3265,1496.59427,103,59,0,0.0181,218162,False,False
202032,2020-08-06,137,BA,Juazeiro,2918407,city,3162,1449.38165,77,59,0,0.0187,218162,False,False
202032,2020-08-05,136,BA,Juazeiro,2918407,city,3085,1414.08678,111,59,0,0.0191,218162,False,False
202032,2020-08-04,135,BA,Juazeiro,2918407,city,2974,1363.20716,64,59,1,0.0198,218162,False,False
202032,2020-08-03,134,BA,Juazeiro,2918407,city,2910,1333.87116,5,58,0,0.0199,218162,False,False
202032,2020-08-02,133,BA,Juazeiro,2918407,city,2905,1331.57929,39,58,1,0.02,218162,False,False
202031,2020-08-01,132,BA,Juazeiro,2918407,city,2866,1313.70266,108,57,3,0.0199,218162,False,False
202031,2020-07-31,131,BA,Juazeiro,2918407,city,2758,1264.19816,166,54,2,0.0196,218162,False,False
202031,2020-07-30,130,BA,Juazeiro,2918407,city,2592,1188.10792,137,52,1,0.0201,218162,False,False
202031,2020-07-29,129,BA,Juazeiro,2918407,city,2455,1125.31055,99,51,0,0.0208,218162,False,False
202031,2020-07-28,128,BA,Juazeiro,2918407,city,2356,1079.93143,57,51,0,0.0216,218162,False,False
202031,2020-07-27,127,BA,Juazeiro,2918407,city,2299,1053.80405,2,51,1,0.0222,218162,False,False
202031,2020-07-26,126,BA,Juazeiro,2918407,city,2297,1052.8873,51,50,0,0.0218,218162,False,False
202030,2020-07-25,125,BA,Juazeiro,2918407,city,2246,1029.51018,170,50,2,0.0223,218162,False,False
202030,2020-07-24,124,BA,Juazeiro,2918407,city,2076,951.58644,128,48,1,0.0231,218162,False,False
202030,2020-07-23,123,BA,Juazeiro,2918407,city,1948,892.91444,151,47,0,0.0241,218162,False,False
202030,2020-07-22,122,BA,Juazeiro,2918407,city,1797,823.69982,101,47,2,0.0262,218162,False,False
202030,2020-07-21,121,BA,Juazeiro,2918407,city,1696,777.40395,33,45,1,0.0265,218162,False,False
202030,2020-07-20,120,BA,Juazeiro,2918407,city,1663,762.27757,5,44,2,0.0265,218162,False,False
202030,2020-07-19,119,BA,Juazeiro,2918407,city,1658,759.9857,64,42,0,0.0253,218162,False,False
202029,2020-07-18,118,BA,Juazeiro,2918407,city,1594,730.6497,1,42,1,0.0263,218162,False,False
